timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-10-17T12:18:27,codecarbon,7cada053-9a54-4f81-89d4-0c4cca2e9668,532.66579246521,0.006695437089452402,1.2569677242583026e-05,42.5,68.8078545608552,4.754376411437988,0.006285975700120131,0.010236545133673999,0.0007025952948916084,0.017225116128685734,Netherlands,NLD,groningen,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,6.5765,53.2157,12.678337097167969,machine,N,1.0
